index,image_id,category,artifact_tag,ground_truth_value,unit,logic_constraint,expected_value,rule_id,reasoning,hard_case_flag,expected_verdict,full_path,processed_path,constraint,model_response,run_iteration
13,guage (15).jpg,guage,Low Resolution,0,,Alert if reading is above 5 NA.,0 NA,Rule A,Value is 0. 0 < 5.,1,SAFE,Dataset/Guages/guage (15).jpg,Data_Preprocessed/guage (15).jpg,Low Resolution,"Q1: Observation: The pressure gauge reads 4 units on the left and 6 units on the right.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
14,guage (15).jpg,guage,Low Resolution,0,,Alert if system is at 0 NA.,0 NA,Rule B,Value is 0. System is at 0.,1,UNSAFE,Dataset/Guages/guage (15).jpg,Data_Preprocessed/guage (15).jpg,Low Resolution,"Q1: Observation: The values on the pressure gauge are 50, 60, and 70 respectively.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
15,guage (16).jpg,guage,,125,kN/m2,Alert if value exceeds 100 kN/m2.,125 kN/m2,Rule A,Value is 125. 125 > 100.,0,UNSAFE,Dataset/Guages/guage (16).jpg,Data_Preprocessed/guage (16).jpg,,"Q1: Observation: The numeric reading on the gauge is 140.
Q2: Evaluation: Yes
Q3: Final Verdict: UNSAFE",1
16,guage (16).jpg,guage,,125,kN/m2,Alert if value exceeds 150 kN/m2.,125 kN/m2,Rule B,Value is 125. 125 < 150.,0,SAFE,Dataset/Guages/guage (16).jpg,Data_Preprocessed/guage (16).jpg,,"Q1: Observation: The numeric reading on the gauge is 140.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
17,guage (17).jpg,guage,Oblique Angle,200,psi,Alert if pressure is > 160 psi.,200 psi,Rule A,Value is 200. 200 > 160.,1,UNSAFE,Dataset/Guages/guage (17).jpg,Data_Preprocessed/guage (17).jpg,Oblique Angle,"Q1: Observation: The gauge reads 150 psi.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
18,guage (17).jpg,guage,Oblique Angle,200,psi,Alert if pressure is > 240 psi.,200 psi,Rule B,Value is 200. 200 < 240.,1,SAFE,Dataset/Guages/guage (17).jpg,Data_Preprocessed/guage (17).jpg,Oblique Angle,"Q1: Observation: The gauge reads 250 psi.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
19,guage (18).jpg,guage,Oblique Angle,30,,Alert if reading exceeds 24 NA.,30 NA,Rule A,Value is 30. 30 > 24.,1,UNSAFE,Dataset/Guages/guage (18).jpg,Data_Preprocessed/guage (18).jpg,Oblique Angle,"Q1: Observation: The gauge reads 0 units on the scale.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
20,guage (18).jpg,guage,Oblique Angle,30,,Alert if reading exceeds 36 NA.,30 NA,Rule B,Value is 30. 30 < 36.,1,SAFE,Dataset/Guages/guage (18).jpg,Data_Preprocessed/guage (18).jpg,Oblique Angle,"Q1: Observation: The gauge reads 0 units on the scale.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
21,guage (19).jpg,guage,Oblique Angle,2.2,liter,Alert if level is > 1.7 liter.,2.2 liter,Rule A,Value is 2.2. 2.2 > 1.7.,1,UNSAFE,Dataset/Guages/guage (19).jpg,Data_Preprocessed/guage (19).jpg,Oblique Angle,"Q1: Observation: The gauge reads 0.5 liters.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
22,guage (19).jpg,guage,Oblique Angle,2.2,liter,Alert if level is > 2.7 liter.,2.2 liter,Rule B,Value is 2.2. 2.2 < 2.7.,1,SAFE,Dataset/Guages/guage (19).jpg,Data_Preprocessed/guage (19).jpg,Oblique Angle,"Q1: Observation: The gauge reads 0 liters.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
23,guage (2).jpg,guage,Oblique Angle,0,kg/cm2,Alert if value exceeds 2 kg/cm2.,0 kg/cm2,Rule A,Value is 0. 0 < 2.,1,SAFE,Dataset/Guages/guage (2).jpg,Data_Preprocessed/guage (2).jpg,Oblique Angle,"Q1: Observation: The current reading on the gauge is 0 kg/cm².
Q2: Evaluation: The observation does not violate the Safety Rule because the gauge reads below the limit of 2 kg/cm².
Q3: Final Verdict: SAFE",1
24,guage (2).jpg,guage,Oblique Angle,0,kg/cm2,Alert if system pressure drops to 0 kg/cm2.,0 kg/cm2,Rule B,Value is 0. System pressure is at 0.,1,UNSAFE,Dataset/Guages/guage (2).jpg,Data_Preprocessed/guage (2).jpg,Oblique Angle,"Q1: Observation: The current reading on the gauge is 50 kg/cm².
Q2: Evaluation: The observation does not violate the Safety Rule because the gauge reads above the threshold of 0 kg/cm², which is the maximum safe value for this gauge.
Q3: Final Verdict: SAFE",1
25,guage (20).jpg,guage,Glare,4,kgf/cm2,Alert if needle is past 3.0 kgf/cm2.,4 kgf/cm2,Rule A,Value is 4. 4 > 3.0.,1,UNSAFE,Dataset/Guages/guage (20).jpg,Data_Preprocessed/guage (20).jpg,Glare,"Q1: Observation: The gauge reads 5 kgf/cm2.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
26,guage (20).jpg,guage,Glare,4,kgf/cm2,Alert if needle is past 5.0 kgf/cm2.,4 kgf/cm2,Rule B,Value is 4. 4 < 5.0.,1,SAFE,Dataset/Guages/guage (20).jpg,Data_Preprocessed/guage (20).jpg,Glare,"Q1: Observation: The gauge reads 5 kgf/cm2.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
27,guage (21).jpg,guage,Low Contrast,2.5,kPa,Alert if reading exceeds 2.0 kPa.,2.5 kPa,Rule A,Value is 2.5. 2.5 > 2.0.,1,UNSAFE,Dataset/Guages/guage (21).jpg,Data_Preprocessed/guage (21).jpg,Low Contrast,"Q1: Observation: The pressure gauge reads 5 kPa.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
28,guage (21).jpg,guage,Low Contrast,2.5,kPa,Alert if reading exceeds 3.0 kPa.,2.5 kPa,Rule B,Value is 2.5. 2.5 < 3.0.,1,SAFE,Dataset/Guages/guage (21).jpg,Data_Preprocessed/guage (21).jpg,Low Contrast,"Q1: Observation: The pressure gauge reads 5 kPa.
Q2: Evaluation: No.
Q3: Final Verdict: SAFE.",1
29,guage (22).jpg,guage,Oblique Angle,1.5,Pa,Alert if value > 1.2 Pa.,1.5 Pa,Rule A,Value is 1.5. 1.5 > 1.2.,1,UNSAFE,Dataset/Guages/guage (22).jpg,Data_Preprocessed/guage (22).jpg,Oblique Angle,"Q1: Observation: The gauge reads 0.8 Pa.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
30,guage (22).jpg,guage,Oblique Angle,1.5,Pa,Alert if value > 1.8 Pa.,1.5 Pa,Rule B,Value is 1.5. 1.5 < 1.8.,1,SAFE,Dataset/Guages/guage (22).jpg,Data_Preprocessed/guage (22).jpg,Oblique Angle,"Q1: Observation: The gauge reads 0.75 Pa.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
31,guage (23).jpg,guage,,23,celcius,Alert if temperature exceeds 18 celcius.,23 celcius,Rule A,Value is 23. 23 > 18.,0,UNSAFE,Dataset/Guages/guage (23).jpg,Data_Preprocessed/guage (23).jpg,,"Q1: Observation: The gauge reads 40 degrees Celsius.
Q2: Evaluation: Yes
Q3: Final Verdict: UNSAFE",1
32,guage (23).jpg,guage,,23,celcius,Alert if temperature exceeds 28 celcius.,23 celcius,Rule B,Value is 23. 23 < 28.,0,SAFE,Dataset/Guages/guage (23).jpg,Data_Preprocessed/guage (23).jpg,,"Q1: Observation: The gauge reads 40 degrees Celsius.
Q2: Evaluation: Yes
Q3: Final Verdict: UNSAFE",1
33,guage (24).jpg,guage,,1,bar,Alert if pressure exceeds 0.8 bar.,1 bar,Rule A,Value is 1. 1 > 0.8.,0,UNSAFE,Dataset/Guages/guage (24).jpg,Data_Preprocessed/guage (24).jpg,,"Q1: Observation: The current reading on the gauge is 1.5 bar.
Q2: Evaluation: The gauge reads 1.5 bar, which is less than 0.8 bar. Therefore, this does not violate the Safety Rule.
Q3: Final Verdict: SAFE",1
34,guage (24).jpg,guage,,1,bar,Alert if pressure exceeds 1.2 bar.,1 bar,Rule B,Value is 1. 1 < 1.2.,0,SAFE,Dataset/Guages/guage (24).jpg,Data_Preprocessed/guage (24).jpg,,"Q1: Observation: The current reading on the gauge is 0.5 bar.
Q2: Evaluation: The gauge reads 0.5 bar, which is less than 1.2 bar. Therefore, this does not violate the Safety Rule.
Q3: Final Verdict: SAFE",1
35,guage (25).jpg,guage,Oblique Angle,0,,Alert if reading is > 5 NA.,0 NA,Rule A,Value is 0. 0 < 5.,1,SAFE,Dataset/Guages/guage (25).jpg,Data_Preprocessed/guage (25).jpg,Oblique Angle,"Q1: Observation: The two pressure gauges have readings of 0 and 4 units respectively.
Q2: Evaluation: The observation does not violate the Safety Rule because the readings are within the safe range of 0 to 5 units.
Q3: Final Verdict: SAFE",1
36,guage (25).jpg,guage,Oblique Angle,0,,Alert if system is at 0 NA.,0 NA,Rule B,Value is 0. System is at 0.,1,UNSAFE,Dataset/Guages/guage (25).jpg,Data_Preprocessed/guage (25).jpg,Oblique Angle,"Q1: Observation: The two pressure gauges show values of 5 and 6 on their respective scales.
Q2: Evaluation: The observation does not violate the Safety Rule because there is no indication that the system is at 0 NA.
Q3: Final Verdict: SAFE",1
37,guage (26).jpg,guage,,400,kPa,Alert if value is > 320 kPa.,400 kPa,Rule A,Value is 400. 400 > 320.,0,UNSAFE,Dataset/Guages/guage (26).jpg,Data_Preprocessed/guage (26).jpg,,"Q1: Observation: The pressure gauge reads 500 kPa.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
38,guage (26).jpg,guage,,400,kPa,Alert if value is > 480 kPa.,400 kPa,Rule B,Value is 400. 400 < 480.,0,SAFE,Dataset/Guages/guage (26).jpg,Data_Preprocessed/guage (26).jpg,,"Q1: Observation: The pressure gauge reads 500 kPa.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
39,guage (27).jpg,guage,Oblique Angle,1000,mbar,Alert if pressure exceeds 800 mbar.,1000 mbar,Rule A,Value is 1000. 1000 > 800.,1,UNSAFE,Dataset/Guages/guage (27).jpg,Data_Preprocessed/guage (27).jpg,Oblique Angle,"Q1: Observation: The gauge reads 500 mbar.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
40,guage (27).jpg,guage,Oblique Angle,1000,mbar,Alert if pressure exceeds 1200 mbar.,1000 mbar,Rule B,Value is 1000. 1000 < 1200.,1,SAFE,Dataset/Guages/guage (27).jpg,Data_Preprocessed/guage (27).jpg,Oblique Angle,"Q1: Observation: The gauge reads 800 mbar.
Q2: Evaluation: No.
Q3: Final Verdict: SAFE.",1
41,guage (28).jpg,guage,Oblique Angle,125,psi,Alert if pressure exceeds 100 psi.,125 psi,Rule A,Value is 125. 125 > 100.,1,UNSAFE,Dataset/Guages/guage (28).jpg,Data_Preprocessed/guage (28).jpg,Oblique Angle,"Q1: Observation: The gauge reads 95 psi.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
42,guage (28).jpg,guage,Oblique Angle,125,psi,Alert if pressure exceeds 150 psi.,125 psi,Rule B,Value is 125. 125 < 150.,1,SAFE,Dataset/Guages/guage (28).jpg,Data_Preprocessed/guage (28).jpg,Oblique Angle,"Q1: Observation: The gauge reads 140 psi.
Q2: Evaluation: Yes
Q3: Final Verdict: UNSAFE",1
43,guage (29).jpg,guage,Oblique Angle,0,in hg,Alert if vacuum > 5 in hg.,0 in hg,Rule A,Value is 0. 0 < 5.,1,SAFE,Dataset/Guages/guage (29).jpg,Data_Preprocessed/guage (29).jpg,Oblique Angle,"Q1: Observation: The gauge reads 0 units on the scale.
Q2: Evaluation: The observation does not violate the Safety Rule because the gauge shows that the vacuum is below 5 in HG, which is within the safe range of -30 to 5 in HG.
Q3: Final Verdict: SAFE",1
44,guage (29).jpg,guage,Oblique Angle,0,in hg,Alert if vacuum drops to 0 in hg.,0 in hg,Rule B,Value is 0. Vacuum is at 0.,1,UNSAFE,Dataset/Guages/guage (29).jpg,Data_Preprocessed/guage (29).jpg,Oblique Angle,"Q1: Observation: The gauge reads 5 units of pressure.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
45,guage (3).jpg,guage,Low Contrast,22,bar,Alert if pressure > 17 bar.,22 bar,Rule A,Value is 22. 22 > 17.,1,UNSAFE,Dataset/Guages/guage (3).jpg,Data_Preprocessed/guage (3).jpg,Low Contrast,"Q1: Observation: The numeric reading on the gauge is 0.
Q2: Evaluation: The observation from Q1 does not violate the Safety Rule because the gauge reads 0, which is below the threshold of 17 bar.
Q3: Final Verdict: SAFE",1
46,guage (3).jpg,guage,Low Contrast,22,bar,Alert if pressure > 27 bar.,22 bar,Rule B,Value is 22. 22 < 27.,1,SAFE,Dataset/Guages/guage (3).jpg,Data_Preprocessed/guage (3).jpg,Low Contrast,"Q1: Observation: The numeric reading on the gauge is 0.
Q2: Evaluation: The observation from Q1 does not violate the Safety Rule because the gauge reads 0, which is below the threshold of 27 bar.
Q3: Final Verdict: SAFE",1
47,guage (30).jpg,guage,Oblique Angle,22,psi,Alert if pressure > 17 psi.,22 psi,Rule A,Value is 22. 22 > 17.,1,UNSAFE,Dataset/Guages/guage (30).jpg,Data_Preprocessed/guage (30).jpg,Oblique Angle,"Q1: Observation: The red fire hydrant has a gauge with a value of 50 on it.
Q2: Evaluation: The observation does not violate the Safety Rule because the pressure is within the safe range of 40 to 60 psi.
Q3: Final Verdict: SAFE",1
48,guage (30).jpg,guage,Oblique Angle,22,psi,Alert if pressure > 27 psi.,22 psi,Rule B,Value is 22. 22 < 27.,1,SAFE,Dataset/Guages/guage (30).jpg,Data_Preprocessed/guage (30).jpg,Oblique Angle,"Q1: Observation: The red fire hydrant has a gauge with a value of 50 on it.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
49,guage (31).jpg,guage,Glare/ Oblique Angle,0.02,Mpa,Alert if > 0.01 Mpa.,0.02 Mpa,Rule A,Value is 0.02. 0.02 > 0.01.,1,UNSAFE,Dataset/Guages/guage (31).jpg,Data_Preprocessed/guage (31).jpg,Glare/ Oblique Angle,"Q1: Observation: The gauge reads 0.5 on the scale with a value of 0.5 and a range of 0 to 0.8.

Q2: Evaluation: The gauge shows a value of 0.5 which is less than 0.01 MPa, so the Safety Rule is not violated.

Q3: Final Verdict: SAFE",1
50,guage (31).jpg,guage,Glare/ Oblique Angle,0.02,Mpa,Alert if > 0.03 Mpa.,0.02 Mpa,Rule B,Value is 0.02. 0.02 < 0.03.,1,SAFE,Dataset/Guages/guage (31).jpg,Data_Preprocessed/guage (31).jpg,Glare/ Oblique Angle,"Q1: Observation: The gauge reads 0.5 on the scale with a value of 0.5 and a range of 0 to 0.8.

Q2: Evaluation: The gauge shows a value of 0.5 which is less than 0.03 MPa, so the Safety Rule is not violated.

Q3: Final Verdict: SAFE",1
51,guage (32).jpg,guage,Low Resolution,0.8,bar,Alert if > 0.6 bar.,0.8 bar,Rule A,Value is 0.8. 0.8 > 0.6.,1,UNSAFE,Dataset/Guages/guage (32).jpg,Data_Preprocessed/guage (32).jpg,Low Resolution,"Q1: Observation: The gauge reads 2 units of pressure.
Q2: Evaluation: The gauge shows a value of 2, which is less than 0.6 bar. Therefore, the Safety Rule does not apply to this situation.
Q3: Final Verdict: UNSAFE",1
52,guage (32).jpg,guage,Low Resolution,0.8,bar,Alert if > 1.0 bar.,0.8 bar,Rule B,Value is 0.8. 0.8 < 1.0.,1,SAFE,Dataset/Guages/guage (32).jpg,Data_Preprocessed/guage (32).jpg,Low Resolution,"Q1: Observation: The gauge reads 1 bar with a value of 1 and a pointer at 1.
Q2: Evaluation: The observation does not violate the Safety Rule because the gauge shows that the pressure is below 1.0 bar.
Q3: Final Verdict: SAFE",1
53,guage (33).jpg,guage,Glare,3.6,bar,Alert if > 2.8 bar.,3.6 bar,Rule A,Value is 3.6. 3.6 > 2.8.,1,UNSAFE,Dataset/Guages/guage (33).jpg,Data_Preprocessed/guage (33).jpg,Glare,"Q1: Observation: The numeric value on the pressure gauge reads 0.5 bar.
Q2: Evaluation: The observation does not violate the Safety Rule because the maximum allowed pressure is 2.8 bar and the current reading is below this limit.
Q3: Final Verdict: SAFE",1
54,guage (33).jpg,guage,Glare,3.6,bar,Alert if > 4.4 bar.,3.6 bar,Rule B,Value is 3.6. 3.6 < 4.4.,1,SAFE,Dataset/Guages/guage (33).jpg,Data_Preprocessed/guage (33).jpg,Glare,"Q1: Observation: The numeric reading on the pressure gauge is 0.5 bar.
Q2: Evaluation: The observation does not violate the Safety Rule because the maximum allowed pressure is 4.4 bar and the current reading is below this limit.
Q3: Final Verdict: SAFE",1
55,guage (34).jpg,guage,Oblique Angle/ Low Resolution,83,kPa,Alert if pressure exceeds 66 kPa.,83 kPa,Rule A,Value is 83. 83 > 66.,1,UNSAFE,Dataset/Guages/guage (34).jpg,Data_Preprocessed/guage (34).jpg,Oblique Angle/ Low Resolution,"Q1: Observation: The gauge reads 50 on the scale.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
56,guage (34).jpg,guage,Oblique Angle/ Low Resolution,83,kPa,Alert if pressure exceeds 100 kPa.,83 kPa,Rule B,Value is 83. 83 < 100.,1,SAFE,Dataset/Guages/guage (34).jpg,Data_Preprocessed/guage (34).jpg,Oblique Angle/ Low Resolution,"Q1: Observation: The gauge reads 50 kPa.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
57,guage (35).jpg,guage,Obstruction,35,Psi,Alert if > 28 Psi.,35 Psi,Rule A,Value is 35. 35 > 28.,1,UNSAFE,Dataset/Guages/guage (35).jpg,Data_Preprocessed/guage (35).jpg,Obstruction,"Q1: Observation: The pressure gauge reads 20 psi.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
58,guage (35).jpg,guage,Obstruction,35,Psi,Alert if > 42 Psi.,35 Psi,Rule B,Value is 35. 35 < 42.,1,SAFE,Dataset/Guages/guage (35).jpg,Data_Preprocessed/guage (35).jpg,Obstruction,"Q1: Observation: The pressure gauge reads 50 kg/cm².
Q2: Evaluation: The observation does not violate the Safety Rule because the reading of 50 kg/cm² is within the safe range of 42 to 60 kg/cm².
Q3: Final Verdict: SAFE",1
59,guage (36).jpg,guage,Low Contrast,0.1,Mpa,Alert if > 0.08 Mpa.,0.1 Mpa,Rule A,Value is 0.1. 0.1 > 0.08.,1,UNSAFE,Dataset/Guages/guage (36).jpg,Data_Preprocessed/guage (36).jpg,Low Contrast,"Q1: Observation: 0.5 MPa
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
60,guage (36).jpg,guage,Low Contrast,0.1,Mpa,Alert if > 0.12 Mpa.,0.1 Mpa,Rule B,Value is 0.1. 0.1 < 0.12.,1,SAFE,Dataset/Guages/guage (36).jpg,Data_Preprocessed/guage (36).jpg,Low Contrast,"Q1: Observation: 0.85 MPa
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
61,guage (37).jpg,guage,Low Contrast,160,celcius,Alert if > 128 celcius.,160 celcius,Rule A,Value is 160. 160 > 128.,1,UNSAFE,Dataset/Guages/guage (37).jpg,Data_Preprocessed/guage (37).jpg,Low Contrast,"Q1: Observation: The current reading on the temperature gauge is 50 degrees Celsius.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
62,guage (37).jpg,guage,Low Contrast,160,celcius,Alert if > 192 celcius.,160 celcius,Rule B,Value is 160. 160 < 192.,1,SAFE,Dataset/Guages/guage (37).jpg,Data_Preprocessed/guage (37).jpg,Low Contrast,"Q1: Observation: The current reading on the temperature gauge is 50 degrees Celsius.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
63,guage (38).jpg,guage,,60,celcius,Alert if temperature exceeds 48 celcius.,60 celcius,Rule A,Value is 60. 60 > 48.,0,UNSAFE,Dataset/Guages/guage (38).jpg,Data_Preprocessed/guage (38).jpg,,"Q1: Observation: The numeric reading on the thermometer is 50 degrees Celsius.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
64,guage (38).jpg,guage,,60,celcius,Alert if temperature exceeds 72 celcius.,60 celcius,Rule B,Value is 60. 60 < 72.,0,SAFE,Dataset/Guages/guage (38).jpg,Data_Preprocessed/guage (38).jpg,,"Q1: Observation: The numeric reading on the thermometer is 50 degrees Celsius.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
65,guage (39).jpg,guage,,155,psi,Alert if > 124 psi.,155 psi,Rule A,Value is 155. 155 > 124.,0,UNSAFE,Dataset/Guages/guage (39).jpg,Data_Preprocessed/guage (39).jpg,,"Q1: Observation: The numeric reading on the gauge is 150.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
66,guage (39).jpg,guage,,155,psi,Alert if > 186 psi.,155 psi,Rule B,Value is 155. 155 < 186.,0,SAFE,Dataset/Guages/guage (39).jpg,Data_Preprocessed/guage (39).jpg,,"Q1: Observation: The numeric reading on the gauge is 150.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
67,guage (4).jpg,guage,Obstruction,90,fahrenheit,Alert if > 72 fahrenheit.,90 fahrenheit,Rule A,Value is 90. 90 > 72.,1,UNSAFE,Dataset/Guages/guage (4).jpg,Data_Preprocessed/guage (4).jpg,Obstruction,"Q1: Observation: The numeric reading on the gauge is 60.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
68,guage (4).jpg,guage,Obstruction,90,fahrenheit,Alert if > 108 fahrenheit.,90 fahrenheit,Rule B,Value is 90. 90 < 108.,1,SAFE,Dataset/Guages/guage (4).jpg,Data_Preprocessed/guage (4).jpg,Obstruction,"Q1: Observation: The numeric reading on the gauge is 95.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
69,guage (40).jpg,guage,Low Contrast,53,celcius,Alert if > 42 celcius.,53 celcius,Rule A,Value is 53. 53 > 42.,1,UNSAFE,Dataset/Guages/guage (40).jpg,Data_Preprocessed/guage (40).jpg,Low Contrast,"Q1: Observation: The numeric reading on the temperature gauge is 50.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
70,guage (40).jpg,guage,Low Contrast,53,celcius,Alert if > 64 celcius.,53 celcius,Rule B,Value is 53. 53 < 64.,1,SAFE,Dataset/Guages/guage (40).jpg,Data_Preprocessed/guage (40).jpg,Low Contrast,"Q1: Observation: The numeric reading on the temperature gauge is 50.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
71,guage (41).jpg,guage,Glare,75,fahrenheit,Alert if > 60 fahrenheit.,75 fahrenheit,Rule A,Value is 75. 75 > 60.,1,UNSAFE,Dataset/Guages/guage (41).jpg,Data_Preprocessed/guage (41).jpg,Glare,"Q1: Observation: The numeric reading on the thermometer is 50.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
72,guage (41).jpg,guage,Glare,75,fahrenheit,Alert if > 90 fahrenheit.,75 fahrenheit,Rule B,Value is 75. 75 < 90.,1,SAFE,Dataset/Guages/guage (41).jpg,Data_Preprocessed/guage (41).jpg,Glare,"Q1: Observation: The numeric reading on the thermometer is 85.
Q2: Evaluation: No
Q3: Final Verdict: SAFE",1
73,guage (42).jpg,guage,,25,psi,Alert if > 20 psi.,25 psi,Rule A,Value is 25. 25 > 20.,0,UNSAFE,Dataset/Guages/guage (42).jpg,Data_Preprocessed/guage (42).jpg,,"Q1: Observation: The gauge reads 50 psi.
Q2: Evaluation: Yes
Q3: Final Verdict: UNSAFE",1
